all,n,score
fermi satellite,1,0
milky way,1,0
andromeda galaxy,1,0
behavioral,1,0
atmospheric pressure,1,0
wind speed,1,0
cloud types,1,0
soil temperature,1,0
evaporation,1,0
occurrences of thunderstorms,1,0
weather phenomena,1,0
computer-aided language processing,1,0
language processing problems,1,0
multilingual heritage,1,0
multicultural heritage,1,0
improvement of standards,1,0
language resource maintenance,1,0
linguistic integration,1,0
sparse matrices,1,0
multilevel algorithms,1,0
performance evaluation,1,0
graph drawing,1,0
performance,1,0
experimentation,1,0
graph theory,1,0
algorithm analysis,1,0
discrete mathematics,1,0
mathematics of computing,1,0
numerical linear algebra,1,0
numerical analysis,1,0
software development,1,0
web design,1,0
media design,1,0
metadata management,1,0
database design,1,0
global environmental change,1,0
environmental assessment,1,0
environmental treaties,1,0
environmental indicators,1,0
analytical data,1,0
synthetic chemistry,1,0
data structure,1,0
forest resources,1,0
ecological environment,1,0
forest conservation,1,0
forest cultivation,1,0
wood science,1,0
industry development,1,0
human capital,1,0
industial organisation,1,0
investment survey,1,0
manager survey,1,0
population & housing census,1,0
economic census,1,0
census of governments,1,0
american community survey,1,0
economic indicators,1,0
social commitment,1,0
neighborhood improvements,1,0
age search service,1,0
age and sex,1,0
industry and occupation,1,0
school districts and enrollment,1,0
flood prediction,1,0
flood estimation,1,0
environmental informatics,1,0
small molecule structures,1,0
organic crystal structures,1,0
metal-organic crystal structures,1,0
x-rax diffraction analyses,1,0
neutron diffraction analyses,1,0
internet,1,0
analyzing,1,0
visualizing,1,0
topology,1,0
traffic analysis,1,0
internet economics,1,0
internet topology structure,1,0
internet infrastructure,1,0
ucsd network telescope,1,0
dns domain name system,1,0
internet security,1,0
cyber security,1,0
internet mapping project,1,0
ark - archipelago,1,0
britain,1,0
vertebrate zoology,1,0
invertebrate zoology,1,0
lichens,1,0
mosses,1,0
liverworts,1,0
flies,1,0
biological recording,1,0
optical properties,1,0
sea level,1,0
argo floats,1,0
world ocean circulation experiment (woce),1,0
joint global ocean flux study,1,0
jgofs,1,0
biomolecules,1,0
student survey,1,0
school graduate survey,1,0
transition survey,1,0
vocational training,1,0
adult education,1,0
apprenticeship training,1,0
groundwater levels,1,0
materials collections,1,0
offshore oil,1,0
offshore gas,1,0
borehole records,1,0
adenoviruses,1,0
mouse strains,1,0
bioimages,1,0
protocols,1,0
insulin,1,0
gross domestic income,1,0
national income,1,0
corporate profits,1,0
personal consumption expenditures,1,0
personal saving,1,0
economic account statistics,1,0
aerosol life cycle,1,0
cloud life cycle,1,0
polar year,1,0
data mining proteins,1,0
germ plasm,1,0
clones,1,0
genetic markers,1,0
genetic map,1,0
physical map,1,0
health information technology,1,0
patient data,1,0
geosystems,1,0
geological hazards,1,0
oil,1,0
snp - single nucleotide polymorphism,1,0
heliophysics,1,0
virtual solar observatory (vso),1,0
solar and heliospheric observatory (soho),1,0
yohkoh mission,1,0
solar missions,1,0
roses 2012,1,0
peak coronal data,1,0
solar proton events,1,0
genealocial tree,1,0
phylogeography,1,0
evolutionary relationship,1,0
solar space,1,0
planetary space,1,0
electromagnetic field,1,0
space plasma,1,0
aurora,1,0
geomagnetic storm,1,0
cosmic ray acceleration,1,0
heliosphere,1,0
open source,1,0
currents and sea ice,1,0
navigation,1,0
water levels,1,0
marine fish,1,0
species identification,1,0
toxic phytoplankton,1,0
ecosystem modelling,1,0
star,1,0
cross identification,1,0
radial velocities,1,0
spectral type,1,0
magnitude,1,0
icrs system,1,0
redshifts,1,0
fossil animals,1,0
conservation,1,0
global environment,1,0
oecd,1,0
stock exchange trading,1,0
money,1,0
price index,1,0
monetary history,1,0
air quality forecasting and monitoring,1,0
stratospheric ozone monitoring; solar energy,1,0
virtual lab,1,0
sunburn time,1,0
trace gases,1,0
land surface parameters,1,0
bio-energy,1,0
dynamics,1,0
spectroscopy data,1,0
mesopause change,1,0
convention monitoring renewable energies,1,0
hazard early detection,1,0
temperatures,1,0
cloud parameters,1,0
languages worldwide,1,0
phonological properties of languages,1,0
grammatical properties of languages,1,0
lexical properties of languages,1,0
language spread,1,0
structural lingustic features,1,0
lingustic topology,1,0
geographical language distribution,1,0
textual humanities,1,0
german treebanks,1,0
german newspaper,1,0
thomas von aquin,1,0
index thomisticus,1,0
stuttgart-tübingen tagset,1,0
spontaneous speech,1,0
spoken english,1,0
bavarica,1,0
orient,1,0
near east,1,0
historical newspapers,1,0
nestor,1,0
westphalica,1,0
sinica,1,0
historical maps,1,0
nlp,1,0
swedish history,1,0
international social survey programme (issp),1,0
reading habits,1,0
purchasing habits,1,0
gallup archive,1,0
archaeological gis data,1,0
election manifestos,1,0
swedish party programmes,1,0
social medicine,1,0
upper atmopshere,1,0
ship meteorological data,1,0
meteorological station catalog,1,0
marine meteorology,1,0
landwater pollution,1,0
airplane observation,1,0
interplanetary,1,0
lunar probe,1,0
spidr,1,0
sharing policies,1,0
data preservation policies,1,0
data management policies,1,0
gaw stations,1,0
gaw station identifier,1,0
gawid,1,0
quality assurance,1,0
audits,1,0
dialect,1,0
typology,1,0
songs,1,0
multilingual,1,0
cross-media,1,0
spoken language corpora,1,0
vlo,1,0
virtual language observatory,1,0
legacy data,1,0
lithosphere,1,0
mathematical methods,1,0
biological screening,1,0
substance information,1,0
chemical name,1,0
standardization,1,0
gene sequences,1,0
crop,1,0
gen sequence,1,0
expressed sequence tag,1,0
barley,1,0
petunia,1,0
tobacco,1,0
monocotyledons,1,0
dicotyledons,1,0
crop plant,1,0
reaction,1,0
terrestrial geology,1,0
marine animals,1,0
terrestrial animals,1,0
paleogepgraphy,1,0
electronic texts,1,0
linguistic corpora,1,0
solubility data,1,0
arctic sea ice,1,0
icebergs,1,0
ice shelves,1,0
earth observing system (eos),1,0
field measurement programs,1,0
brain region,1,0
,1,0
animal neurons,1,0
cell types,1,0
geotechnical centrifuges,1,0
field experimentation and monitoring,1,0
large-scale laboratory experimentation,1,0
shake tables,1,0
tsunami wave basin,1,0
post-genomics,1,0
microtof,1,0
plant metabolomics,1,0
cloud computing,1,0
biodiversity informatics,1,0
drug research,1,0
octanol/water partition coefficients,1,0
environmentally hazardous substances,1,0
poisons,1,0
toxins,1,0
dyes,1,0
biocides,1,0
biocomplexity,1,0
botany evolution,1,0
matrix models,1,0
pattern,1,0
vertebrata,1,0
general biology,1,0
rna secondary structure,1,0
arthorpos,1,0
drosophila species genome,1,0
eugenes,1,0
daphina - water flea,1,0
wise,1,0
planck,1,0
spitzer space telescope,1,0
2mass,1,0
iras,1,0
msx,1,0
swas,1,0
iso,1,0
irts,1,0
bolocam,1,0
herschel,1,0
ppxml,1,0
akari,1,0
usno,1,0
denis,1,0
infrared missions,1,0
sub-millimeter missions,1,0
average daily temperature,1,0
maximum daily temperature,1,0
minimum daily temperature,1,0
average monthly temperature,1,0
precipitation 12 hours,1,0
precipitation monthly,1,0
barometric pressure tendency,1,0
crystal chemistry,1,0
inorganic crystal structure,1,0
temperature distribution,1,0
nansen,1,0
salinity data,1,0
hubble telescope,1,0
nebulae,1,0
planet,1,0
hydrologic data,1,0
satellite remote sensing data,1,0
nexrad rainfall,1,0
water conditions,1,0
gamma-ray,1,0
cosmic data,1,0
rosat,1,0
asca,1,0
cgro,1,0
rxte,1,0
xmm-newton,1,0
chandra,1,0
integral,1,0
swift,1,0
suzaku,1,0
high-energy,1,0
galactic,1,0
hydrodynamics,1,0
ecosystem dynamics,1,0
trophic exchanges;,1,0
watershed interactions,1,0
watershed-estuary model,1,0
environmental observatory,1,0
geoscience data,1,0
human dimensions of climate change,1,0
global changes,1,0
global atmosphere watch,1,0
atmospheric chemistry observations,1,0
precipitation chemistry,1,0
reative gases,1,0
federal pension insurance,1,0
diasability,1,0
rehabilitation,1,0
us history,1,0
marine biogeochemistry,1,0
hubble,1,0
gemini,1,0
cfht,1,0
dao,1,0
cgps,1,0
fuse,1,0
hst,1,0
jcmt,1,0
macho,1,0
most,1,0
sea level rise,1,0
coastal data,1,0
pacific islands,1,0
north pacific,1,0
west coast,1,0
east coast,1,0
gulf coast,1,0
carribean,1,0
health studies,1,0
vacuole,1,0
endosome,1,0
microscopy data,1,0
open source projects,1,0
forest research,1,0
landforms,1,0
environmental hazards,1,0
agricultural activities,1,0
antarctic data,1,0
chromista,1,0
external debt,1,0
private sector,1,0
agriculture and rural development,1,0
aid effectiveness,1,0
energy and mining,1,0
financial sector,1,0
labor protection,1,0
social protection,1,0
public sector,1,0
scientific and medical publications,1,0
interdisciplinary,1,0
environmental policy,1,0
coasts and seas,1,0
green economy,1,0
policy instruments,1,0
urban environment,1,0
history and philosophy of astronomy,1,0
astrophotography,1,0
photographic plate,1,0
human  societies,1,0
social societies,1,0
automes research,1,0
marine systems,1,0
oceanographic equipment,1,0
sensor arrays,1,0
monera,1,0
protista,1,0
animalia,1,0
glacier,1,0
coral reef mapping; natural research,1,0
natural research,1,0
socioeconomic research,1,0
coastal change,1,0
water quality monitoring,1,0
biological survey,1,0
ecrystals,1,0
species extinction,1,0
sustainable ecological systems,1,0
habitat alteration and destruction,1,0
ecosystem management,1,0
ozone depletion,1,0
ecological restoration,1,0
